Cal. year / month,Material Group,Calendar Day,Material,Brand,Sales Office,Sales District,Sold-to party,Acounts,Ship-To Party,Customer group 1,SalesValue,SalesQty,FocQty,Total Qty(Ea)
7.2022,ASTRA ZENECA,7/25/2022,M350865,ZOMIG 2.5MG TABS OF 3,MPC Dubai Sales Off,Bur Dubai,27658,LIWA PHARMACY(L.G),27658,Private,127.12 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M350865,ZOMIG 2.5MG TABS OF 3,MPC Dubai Sales Off,Bur Dubai,39360,BIN SERAY PHARMACY (L.G),39360,Private,63.56 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M350865,ZOMIG 2.5MG TABS OF 3,MPC Dubai Sales Off,Bur Dubai,74178,NEW MAZAYA PHY B.DXB(L.G),74178,Private,63.56 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M350865,ZOMIG 2.5MG TABS OF 3,MPC Dubai Sales Off,Bur Dubai,76605,NEW SALAH ALDIN PHARMACY-(L.G),76605,Private,127.12 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M350865,ZOMIG 2.5MG TABS OF 3,MPC Dubai Sales Off,Bur Dubai,76645,NEW GRAND 1 PHY B.DXB(L.G),76645,Private,63.56 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M350865,ZOMIG 2.5MG TABS OF 3,MPC Dubai Sales Off,Bur Dubai,91387,BAY SQUARE PHARMACY LLC(L.G),91387,Private,127.12 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M350865,ZOMIG 2.5MG TABS OF 3,MPC Dubai Sales Off,Bur Dubai,91698,KARAMA LIFE PHARMACY-(L.G),91698,Private,127.12 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M350865,ZOMIG 2.5MG TABS OF 3,MPC Dubai Sales Off,Bur Dubai,99711,TOWN SQUARE LIFE PHARMACY (L.G),99711,Private,190.68 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M350865,ZOMIG 2.5MG TABS OF 3,MPC Dubai Sales Off,Bur Dubai,107329,LIFE PHARMACY D F C (L.G),107329,Private,63.56 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M350865,ZOMIG 2.5MG TABS OF 3,MPC Dubai Sales Off,Sharjah,21236,DELTA PHARMACY ( FAITH GP ),21236,Private,127.12 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M350865,ZOMIG 2.5MG TABS OF 3,MPC Abudhabi Off,Abu Dhabi,112771,AL AHALIA NATIONAL PHARMACY L.L.C.,112771,Private,"6,356.00 AED",100.000 EA,,100.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M350865,ZOMIG 2.5MG TABS OF 3,MPC Abudhabi Off,Abu Dhabi,118473,LIFE PHARMACY LLC BRANCH 37(L.G),118473,Private,63.56 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M350866,ZOMIG 2.5MG TABS OF 6,MPC Dubai Sales Off,Dubai,118797,LIFE PHARMACY 59 ( BR OF L.G LLC),118797,Private,-118.63 AED,-1.000 EA,,-1.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M350866,ZOMIG 2.5MG TABS OF 6,MPC Dubai Sales Off,Bur Dubai,110160,LIFE PHARMACY N K MALL (L.G),110160,Private,-474.52 AED,-4.000 EA,,-4.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M350887,XIGDUO XR 10/500 OF 30'S,MPC Dubai Sales Off,Deira Dubai,1605,AL HILAL PHY-DEIRA,1605,Private,473.54 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M350889,XIGDUO XR 10/1000 OF 30'S,MPC Dubai Sales Off,Deira Dubai,107419,CLEMENCEAU MEDICAL CENTER FZ-LLC,107419,Private,"7,103.10 AED",30.000 EA,,30.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M350889,XIGDUO XR 10/1000 OF 30'S,MPC Dubai Sales Off,Sharjah,20549,AL QARAIN PHARMACY - SHARJAH,20549,Private,710.31 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M350889,XIGDUO XR 10/1000 OF 30'S,MPC Abudhabi Off,Abu Dhabi,62266,AL AHLIYA PHARMACY AUH,62266,Private,710.31 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M350891,LYNPARZA 150MG OF 56(7X8),MPC Dubai Sales Off,Dubai,71797,AL ZAHRA HOSPITAL - DUBAI,71797,Private,"11,874.54 AED",1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M350891,LYNPARZA 150MG OF 56(7X8),MPC Abudhabi Off,Abu Dhabi,57460,GULF INTERNATIONAL CANCER CENTER,57460,Private,"35,623.62 AED",3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360001,ATACAND 4MG TABS OF 28'S,MPC Dubai Sales Off,Deira Dubai,1605,AL HILAL PHY-DEIRA,1605,Private,409.40 AED,10.000 EA,,10.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360001,ATACAND 4MG TABS OF 28'S,MPC Dubai Sales Off,Sharjah,106489,AL MOAALAJ PHARMACY LLC - SHJ,106489,Private,122.82 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360001,ATACAND 4MG TABS OF 28'S,MPC Abudhabi Off,Abu Dhabi,124398,JUST HEALTH PHARMACY,124398,Private,81.88 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360002,ATACAND 8MG TABS OF 28'S,MPC Dubai Sales Off,Dubai,104769,KINGS COLLEGE HOSPITAL LONDON(BR OF,104769,Private,612.00 AED,10.000 EA,,10.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360002,ATACAND 8MG TABS OF 28'S,MPC Abudhabi Off,Abu Dhabi,53892,NEW TOWER PHARMACY - A/D,53892,Private,183.60 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360002,ATACAND 8MG TABS OF 28'S,MPC Abudhabi Off,Abu Dhabi,75607,HEALTHLINE PHARMACY - ABU DHABI,75607,Private,"2,754.00 AED",45.000 EA,,45.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360002,ATACAND 8MG TABS OF 28'S,MPC Abudhabi Off,Abu Dhabi,124398,JUST HEALTH PHARMACY,124398,Private,61.20 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360003,ATACAND 16MG TABS OF 28'S,MPC Dubai Sales Off,Deira Dubai,110659,MODERN PHARMACY (DUBAI),110659,Private,239.56 AED,4.000 EA,,4.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360003,ATACAND 16MG TABS OF 28'S,MPC Abudhabi Off,Abu Dhabi,53892,NEW TOWER PHARMACY - A/D,53892,Private,179.67 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360004,ATACAND PLUS 16/12.5MG TABS OF 28'S,MPC Dubai Sales Off,Deira Dubai,1605,AL HILAL PHY-DEIRA,1605,Private,405.18 AED,6.000 EA,,6.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360004,ATACAND PLUS 16/12.5MG TABS OF 28'S,MPC Abudhabi Off,Abu Dhabi,19414,FUTURE PHARMACY-ABU DHABI,19414,Private,202.59 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360004,ATACAND PLUS 16/12.5MG TABS OF 28'S,MPC Abudhabi Off,Abu Dhabi,61028,ALPHA PHARMACY,61028,Private,405.18 AED,6.000 EA,,6.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360004,ATACAND PLUS 16/12.5MG TABS OF 28'S,MPC Abudhabi Off,Al Ain,48987,CITY TAWAM PHARMACY,48987,Private,135.06 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360015,PULMICORT NEB.SOL 0.25MG/ML 20'S 2ML,MPC Dubai Sales Off,Deira Dubai,67490,MEDSEVEN DRUG STORE LLC,67490,Private,"14,535.00 AED",100.000 EA,7.000 EA,107.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360015,PULMICORT NEB.SOL 0.25MG/ML 20'S 2ML,MPC Dubai Sales Off,Bur Dubai,105516,EMIRATES HOSPITALS GROUP MEDICAL,105516,Private,"7,267.50 AED",50.000 EA,2.000 EA,52.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360015,PULMICORT NEB.SOL 0.25MG/ML 20'S 2ML,MPC Dubai Sales Off,Sharjah,20549,AL QARAIN PHARMACY - SHARJAH,20549,Private,"1,744.20 AED",12.000 EA,,12.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360015,PULMICORT NEB.SOL 0.25MG/ML 20'S 2ML,MPC Dubai Sales Off,Fujairah,62973,AL SHARQ HOSPITAL-FUJ,1000000757,Private,"4,360.50 AED",30.000 EA,,30.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360015,PULMICORT NEB.SOL 0.25MG/ML 20'S 2ML,MPC Abudhabi Off,Abu Dhabi,412,LANDMARK PLAZA PHARMACY - ABU DHABI,412,Private,"3,633.75 AED",25.000 EA,,25.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360015,PULMICORT NEB.SOL 0.25MG/ML 20'S 2ML,MPC Abudhabi Off,Abu Dhabi,124398,JUST HEALTH PHARMACY,124398,Private,290.70 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360017,PULMICORT TURBUHALER 100MCG/DOS 200,MPC Dubai Sales Off,Bur Dubai,19413,ALPHAMED DRUG STORE,19413,Private,-463.82 AED,-7.000 EA,,-7.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360023,NEXIUM 10MG SACHETS OF 28'S,MPC Dubai Sales Off,Deira Dubai,1417,AL MAJLIS PHY-DEIRA,1417,Private,455.82 AED,6.000 EA,,6.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360023,NEXIUM 10MG SACHETS OF 28'S,MPC Dubai Sales Off,Sharjah,21236,DELTA PHARMACY ( FAITH GP ),21236,Private,75.97 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360023,NEXIUM 10MG SACHETS OF 28'S,MPC Dubai Sales Off,Sharjah,79153,ZULEKHA MEDICINE & MEDICAL EQUIP.,79153,Private,"7,597.00 AED",100.000 EA,,100.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360023,NEXIUM 10MG SACHETS OF 28'S,MPC Dubai Sales Off,Sharjah,80664,BAIT AL DAWAA PHARMACY- SHJ,80664,Private,227.91 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360023,NEXIUM 10MG SACHETS OF 28'S,MPC Abudhabi Off,Abu Dhabi,420,MARYAM PHY-AUH,420,Private,455.82 AED,6.000 EA,,6.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360023,NEXIUM 10MG SACHETS OF 28'S,MPC Abudhabi Off,Abu Dhabi,49642,AL DAMAN PHARMACY,49642,Private,75.97 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360023,NEXIUM 10MG SACHETS OF 28'S,MPC Abudhabi Off,Abu Dhabi,51256,DREAM PHARMACY,51256,Private,75.97 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360023,NEXIUM 10MG SACHETS OF 28'S,MPC Abudhabi Off,Abu Dhabi,114566,GERMAN ADVANCE MEDICAL CENTER PHARM,114566,Private,227.91 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360023,NEXIUM 10MG SACHETS OF 28'S,MPC Abudhabi Off,Abu Dhabi,124334,SADD MAAREB MEDICAL CENTER PHARMACY,124334,Private,303.88 AED,4.000 EA,,4.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360024,NEXIUM 40MG INJ PACK OF 10'S,MPC Dubai Sales Off,Bur Dubai,41110,NATURE`S LIFE PHY -(L.G),41110,Private,308.10 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360025,NEXIUM 20MG TABS OF 14'S,MPC Dubai Sales Off,Bur Dubai,48731,MEDSHOP DRUGS STORE (L.L.C),48731,Private,"31,655.00 AED",500.000 EA,,500.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360025,NEXIUM 20MG TABS OF 14'S,MPC Dubai Sales Off,Sharjah,110672,ISHAQ BIN OMRAN PHARMACY SHARJAH,110672,Private,"1,582.75 AED",25.000 EA,,25.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360025,NEXIUM 20MG TABS OF 14'S,MPC Abudhabi Off,Abu Dhabi,424,AL MAZROUI PHY-AUH,424,Private,126.62 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360026,NEXIUM 40MG TABS OF 14'S,MPC Dubai Sales Off,Sharjah,110672,ISHAQ BIN OMRAN PHARMACY SHARJAH,110672,Private,"2,215.75 AED",25.000 EA,,25.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360026,NEXIUM 40MG TABS OF 14'S,MPC Abudhabi Off,Al Ain,95138,ULTRA MEDICAL CENTER PHARMACY,95138,Private,"4,431.50 AED",50.000 EA,,50.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360047,SYMBICORT  320/9MCG 60 DOSES,MPC Dubai Sales Off,Dubai,123572,WESTERN DRUG & MEDICAL EQUIPMENT ST,123572,Private,"-3,418.56 AED",-18.000 EA,-1.000 EA,-19.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360047,SYMBICORT  320/9MCG 60 DOSES,MPC Dubai Sales Off,Bur Dubai,48731,MEDSHOP DRUGS STORE (L.L.C),48731,Private,"2,279.04 AED",12.000 EA,,12.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360047,SYMBICORT  320/9MCG 60 DOSES,MPC Dubai Sales Off,Sharjah,21236,DELTA PHARMACY ( FAITH GP ),21236,Private,189.92 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360048,SYMBICORT  160/4.5 MCG 120DOSE,MPC Dubai Sales Off,Dubai,74159,SHEIKH KHALIFA GENERAL HOSP - UAQ,74159,Institutional,"16,086.54 AED",103.000 EA,,103.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360048,SYMBICORT  160/4.5 MCG 120DOSE,MPC Dubai Sales Off,Bur Dubai,48731,MEDSHOP DRUGS STORE (L.L.C),48731,Private,"21,947.00 AED",100.000 EA,,100.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360048,SYMBICORT  160/4.5 MCG 120DOSE,MPC Dubai Sales Off,Sharjah,75874,AL SAHA & AL JAMAL PHY - SHJ,75874,Private,-438.94 AED,-2.000 EA,,-2.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360048,SYMBICORT  160/4.5 MCG 120DOSE,MPC Abudhabi Off,Abu Dhabi,75902,GLOBAL MEDICAL SUPPLYCHAIN LLC,75902,Institutional,"39,138.75 AED",225.000 EA,,225.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360049,SYMBICORT 80/4.5 MCG CHILDREN 120DOSE,MPC Dubai Sales Off,Dubai,104769,KINGS COLLEGE HOSPITAL LONDON(BR OF,104769,Private,810.36 AED,6.000 EA,,6.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360049,SYMBICORT 80/4.5 MCG CHILDREN 120DOSE,MPC Dubai Sales Off,Dubai,110900,PHARMACHOICE PHARMACY LLC,110900,Private,"2,701.20 AED",20.000 EA,1.000 EA,21.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360049,SYMBICORT 80/4.5 MCG CHILDREN 120DOSE,MPC Dubai Sales Off,Sharjah,21236,DELTA PHARMACY ( FAITH GP ),21236,Private,135.06 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360049,SYMBICORT 80/4.5 MCG CHILDREN 120DOSE,MPC Abudhabi Off,Abu Dhabi,49642,AL DAMAN PHARMACY,49642,Private,135.06 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360049,SYMBICORT 80/4.5 MCG CHILDREN 120DOSE,MPC Abudhabi Off,Abu Dhabi,114566,GERMAN ADVANCE MEDICAL CENTER PHARM,114566,Private,270.12 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360061,CRESTOR 20MG OF 28'S,MPC Dubai Sales Off,Sharjah,106489,AL MOAALAJ PHARMACY LLC - SHJ,106489,Private,487.50 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360061,CRESTOR 20MG OF 28'S,MPC Abudhabi Off,Abu Dhabi,79596,CLEVELAND CLINIC - ABU DHABI-UAE,79596,Institutional,"35,701.20 AED",940.000 EA,,940.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360062,CRESTOR 10MG OF 28'S,MPC Dubai Sales Off,Sharjah,106489,AL MOAALAJ PHARMACY LLC - SHJ,106489,Private,194.14 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360062,CRESTOR 10MG OF 28'S,MPC Abudhabi Off,Abu Dhabi,45562,WAHIEDA PHARMACY AUH,45562,Private,291.21 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360062,CRESTOR 10MG OF 28'S,MPC Abudhabi Off,Abu Dhabi,51409,ABU DHABI PHARMACY L.L.C,51409,Private,"1,164.84 AED",12.000 EA,,12.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360062,CRESTOR 10MG OF 28'S,MPC Abudhabi Off,Abu Dhabi,79596,CLEVELAND CLINIC - ABU DHABI-UAE,79596,Institutional,"32,236.75 AED","1,417.000 EA",,"1,417.000 EA"
7.2022,ASTRA ZENECA,7/25/2022,M360063,CRESTOR 40MG TABS OF 28'S,MPC Dubai Sales Off,Sharjah,1547,NEW CITY PHARMACY LLC,1547,Private,-337.64 AED,-2.000 EA,,-2.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Dubai Sales Off,Dubai,74159,SHEIKH KHALIFA GENERAL HOSP - UAQ,74159,Institutional,"7,290.08 AED",23.000 EA,,23.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Dubai Sales Off,Dubai,80981,TRAM LIFE PHY LLC -(L.G),80981,Private,725.92 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Dubai Sales Off,Dubai,83803,LIFE AL BADAA PHY LLC-(L.G),83803,Private,"1,088.88 AED",3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Dubai Sales Off,Deira Dubai,61521,DAR AL NASEEM PHY (FAITH GP),61521,Private,"1,451.84 AED",4.000 EA,,4.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Dubai Sales Off,Deira Dubai,68132,KIMS PHARMACY DEIRA  - DUBAI,68132,Private,725.92 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Dubai Sales Off,Bur Dubai,43704,COMMUNITY HEALTH SOLUTIONS L.L.C,43704,Private,"2,177.76 AED",6.000 EA,,6.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Dubai Sales Off,Bur Dubai,43822,MODERN LIFE PHY -(L.G),43822,Private,"1,088.88 AED",3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Dubai Sales Off,Bur Dubai,46629,SUPER CARE EMIRATES PHARMACY,46629,Private,"1,814.80 AED",5.000 EA,,5.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Dubai Sales Off,Bur Dubai,60926,SUPER CARE PHY ASWAQ U SUQM,60926,Private,725.92 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Dubai Sales Off,Bur Dubai,71423,PREMIER PHY DUBAI (L.G.),71423,Private,"1,088.88 AED",3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Dubai Sales Off,Bur Dubai,90682,HALA PHARMACY 19 LLC (L.G) - INTL C,90682,Private,362.96 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Dubai Sales Off,Bur Dubai,95305,LIFE PHARMACY DIP 2 (L.G.),95305,Private,362.96 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Dubai Sales Off,Bur Dubai,112390,LIFE PHARMACY 13 (L.G),112390,Private,725.92 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Dubai Sales Off,Bur Dubai,117740,1292 -CITY LIFE PHARMACY L.L.C -L.G,117740,Private,"1,088.88 AED",3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Dubai Sales Off,Sharjah,1424,MAKKAH PHARMACY-SHJ,1424,Private,362.96 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Dubai Sales Off,Sharjah,14321,MILLENNIUM PHARMACY - SHJ,14321,Private,"1,088.88 AED",3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Dubai Sales Off,Sharjah,21236,DELTA PHARMACY ( FAITH GP ),21236,Private,362.96 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Dubai Sales Off,Sharjah,54761,AL ITEKAL PHARMACY LLC - MED7,54761,Private,"1,451.84 AED",4.000 EA,,4.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Dubai Sales Off,Sharjah,73417,GARDEN PHARMACY SHARJAH,73417,Private,725.92 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Dubai Sales Off,Sharjah,79153,ZULEKHA MEDICINE & MEDICAL EQUIP.,79153,Private,"7,259.20 AED",20.000 EA,,20.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Dubai Sales Off,Sharjah,80376,DUAA PHARMACY AL DHAID,80376,Private,"1,088.88 AED",3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Dubai Sales Off,Sharjah,95808,HALA PHARMACY LLC BRANCH20(L.G),95808,Private,"1,814.80 AED",5.000 EA,,5.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Dubai Sales Off,Sharjah,111229,HALA PHARMACY LLC BR.8 (L.G),111229,Private,"1,451.84 AED",4.000 EA,,4.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Abudhabi Off,Abu Dhabi,49642,AL DAMAN PHARMACY,49642,Private,"1,088.88 AED",3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Abudhabi Off,Abu Dhabi,51256,DREAM PHARMACY,51256,Private,362.96 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Abudhabi Off,Abu Dhabi,65733,AL SAADA PHARMACY,65733,Private,362.96 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Abudhabi Off,Abu Dhabi,91928,SUPER CARE PHARMACY - REEF MALL,91928,Private,0.00 AED,0.000 EA,,0.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Abudhabi Off,Al Ain,113357,ROYAL HEALTH HEART PHARMACY,113357,Private,"7,259.20 AED",20.000 EA,,20.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360118,PULMICORT NEB.SOL OF 0.5MG OF 20'S,MPC Dubai Sales Off,Deira Dubai,67490,MEDSEVEN DRUG STORE LLC,67490,Private,"50,646.00 AED",300.000 EA,21.000 EA,321.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360118,PULMICORT NEB.SOL OF 0.5MG OF 20'S,MPC Dubai Sales Off,Deira Dubai,107419,CLEMENCEAU MEDICAL CENTER FZ-LLC,107419,Private,"2,532.30 AED",15.000 EA,,15.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360118,PULMICORT NEB.SOL OF 0.5MG OF 20'S,MPC Dubai Sales Off,Bur Dubai,105516,EMIRATES HOSPITALS GROUP MEDICAL,105516,Private,"16,882.00 AED",100.000 EA,4.000 EA,104.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360118,PULMICORT NEB.SOL OF 0.5MG OF 20'S,MPC Abudhabi Off,Abu Dhabi,124398,JUST HEALTH PHARMACY,124398,Private,337.64 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360182,LOSEC MUPS 20MG TABS OF 14'S,MPC Dubai Sales Off,Dubai,104769,KINGS COLLEGE HOSPITAL LONDON(BR OF,104769,Private,561.72 AED,12.000 EA,,12.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360182,LOSEC MUPS 20MG TABS OF 14'S,MPC Dubai Sales Off,Bur Dubai,48731,MEDSHOP DRUGS STORE (L.L.C),48731,Private,"-46,810.00 AED","-1,000.000 EA",,"-1,000.000 EA"
7.2022,ASTRA ZENECA,7/25/2022,M360182,LOSEC MUPS 20MG TABS OF 14'S,MPC Dubai Sales Off,Ras Al Khaima,1545,AL ZAHRAWI PHY-RAK,1545,Private,561.72 AED,12.000 EA,,12.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360201,FASENRA INJ 30MG/ML PFP,MPC Dubai Sales Off,Bur Dubai,50953,MEDCARE HOSPITAL L.L.C - DUBAI,50953,Private,"20,620.36 AED",2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360201,FASENRA INJ 30MG/ML PFP,MPC Abudhabi Off,Abu Dhabi,426,PHARMA LIGHT MEDICAL STORE LLC,426,Private,"10,310.18 AED",1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360202,SYMBICORT RAPIHALER 160/4.5 MCG 120DOSE,MPC Dubai Sales Off,Bur Dubai,48731,MEDSHOP DRUGS STORE (L.L.C),48731,Private,901.74 AED,6.000 EA,,6.000 EA
7.2022,ASTRA ZENECA,7/25/2022,M360202,SYMBICORT RAPIHALER 160/4.5 MCG 120DOSE,MPC Dubai Sales Off,Sharjah,79153,ZULEKHA MEDICINE & MEDICAL EQUIP.,79153,Private,"7,514.50 AED",50.000 EA,3.000 EA,53.000 EA
